Epoch,Accuracy,Cross entropy,F1 score,Precision,Weight loss
0,0.1592729687690735,24.286243438720703,,,0.3940543532371521
1000,0.9127706289291382,3.358475923538208,,,0.38848331570625305
2000,0.8935831785202026,4.170538902282715,,,0.3816511631011963
3000,0.9155495762825012,3.337695598602295,,,0.3733280599117279
4000,0.8444773554801941,6.2450385093688965,,,0.3644753098487854
5000,0.9118753671646118,3.3994715213775635,,,0.3556470274925232
6000,0.9182907938957214,3.277557611465454,,,0.3469599187374115
7000,0.8963339328765869,4.079254627227783,,,0.33865487575531006
8000,0.9140947461128235,3.359508514404297,,,0.3303435146808624
9000,0.8924556374549866,4.309935569763184,,,0.32245326042175293
10000,0.7984843850135803,8.243518829345703,,,0.31465205550193787
11000,0.8585057854652405,5.762993335723877,,,0.30744242668151855
12000,0.8138223886489868,7.566199779510498,,,0.30049729347229004
13000,0.855682373046875,5.866297245025635,,,0.29381394386291504
14000,0.9039011001586914,3.7805120944976807,,,0.2874366044998169
15000,0.931377112865448,1.4748071432113647,,,0.2852920591831207
16000,0.9614802002906799,0.18424609303474426,,,0.2826085090637207
17000,0.9746379256248474,0.10151952505111694,,,0.27677494287490845
18000,0.978000283241272,0.0953429564833641,,,0.26864397525787354
19000,0.9211016297340393,0.3494281768798828,,,0.25945618748664856
20000,0.9665757417678833,0.14980420470237732,,,0.24967212975025177
21000,0.9873532056808472,0.050504419952631,,,0.23997661471366882
22000,0.9640692472457886,0.15072348713874817,,,0.2306870073080063
23000,0.9829062819480896,0.06150045618414879,,,0.22142910957336426
24000,0.9808924198150635,0.08089929074048996,,,0.21273395419120789
25000,0.9758097529411316,0.10380586236715317,,,0.20479252934455872
26000,0.97421795129776,0.11045794934034348,,,0.1972782462835312
27000,0.9583056569099426,0.19828948378562927,,,0.1901424527168274
28000,0.984922468662262,0.056241363286972046,,,0.18359988927841187
29000,0.9873185753822327,0.0482606403529644,,,0.177510067820549
30000,0.9779005646705627,0.07674036175012589,,,0.17185160517692566
31000,0.9766539931297302,0.09074185788631439,,,0.16650021076202393
32000,0.9877834320068359,0.041973087936639786,,,0.16143293678760529
33000,0.981414794921875,0.07715786248445511,,,0.1567593216896057
34000,0.9907050728797913,0.03944416716694832,,,0.15219497680664062
35000,0.9623573422431946,0.14485839009284973,,,0.14798147976398468
36000,0.963241696357727,0.1516769677400589,,,0.14403864741325378
37000,0.9858191013336182,0.06081680208444595,,,0.14029289782047272
38000,0.9804918766021729,0.0742603987455368,,,0.13679444789886475
39000,0.9828484058380127,0.05970760062336922,,,0.13342338800430298
40000,0.9764906167984009,0.08972326666116714,,,0.1302744299173355
41000,0.9899075031280518,0.03641417995095253,,,0.12725839018821716
42000,0.9871861934661865,0.04447895288467407,,,0.12442632764577866
43000,0.9723232388496399,0.1120428815484047,,,0.1217459887266159
44000,0.9730620384216309,0.11315600574016571,,,0.11916349083185196
45000,0.981330931186676,0.06123337522149086,,,0.11675123125314713
46000,0.98797208070755,0.0431731678545475,,,0.11446482688188553
47000,0.9895477294921875,0.03494764864444733,,,0.11220493912696838
48000,0.9851992130279541,0.05750029906630516,,,0.11014771461486816
49000,0.9888996481895447,0.038473691791296005,,,0.10810732841491699
