Epoch,Accuracy,Cross entropy,F1 score,Precision,Weight loss
0,0.09899003058671951,36.2460823059082,0.17929653823375702,,0.39428097009658813
1000,0.7690166234970093,8.446885108947754,nan,,0.3941963315010071
2000,0.8687766194343567,4.274777412414551,nan,,0.3935350477695465
3000,0.9015833735466003,4.039638519287109,nan,,0.39273566007614136
4000,0.836653470993042,5.56626033782959,nan,,0.3920052647590637
5000,0.8968879580497742,2.952643632888794,nan,,0.39129674434661865
6000,0.8762567043304443,3.72725772857666,nan,,0.39058804512023926
7000,0.8822670578956604,3.8393402099609375,nan,,0.38993409276008606
8000,0.8527212142944336,4.842662334442139,nan,,0.3893187642097473
9000,0.8960764408111572,3.28371262550354,nan,,0.38867858052253723
10000,0.9332858324050903,1.7268342971801758,nan,,0.3880791962146759
11000,0.898084819316864,3.1298022270202637,nan,,0.3874058127403259
12000,0.9071115255355835,2.8143978118896484,nan,,0.38670453429222107
13000,0.9234614968299866,2.185889959335327,nan,,0.38596856594085693
14000,0.8828034996986389,3.535003662109375,nan,,0.38518309593200684
15000,0.9076672792434692,2.773980140686035,nan,,0.38434353470802307
16000,0.8845843076705933,3.365600109100342,nan,,0.38343679904937744
17000,0.8867125511169434,3.1273794174194336,nan,,0.3824048638343811
18000,0.9289180040359497,1.781356692314148,nan,,0.38119494915008545
19000,0.9258366823196411,1.9408695697784424,nan,,0.3796203136444092
20000,0.7709210515022278,1.3996204137802124,0.7665072083473206,,0.37706828117370605
21000,0.8679617643356323,0.6322562098503113,0.8618947267532349,,0.3733048141002655
22000,0.887286901473999,0.49718502163887024,0.8621495366096497,,0.36820727586746216
23000,0.9087446928024292,0.3658989369869232,nan,,0.3625818192958832
24000,0.9320910573005676,0.2803610861301422,0.9211759567260742,,0.3566846251487732
25000,0.9128883481025696,0.34670162200927734,0.9185914397239685,,0.35068345069885254
26000,0.9101376533508301,0.3688311278820038,nan,,0.34482088685035706
27000,0.9450199007987976,0.20757856965065002,0.9436532258987427,,0.33899447321891785
28000,0.8933547139167786,0.4378865957260132,0.8697589039802551,,0.3333624601364136
29000,0.9069672226905823,0.38112032413482666,0.9176128506660461,,0.3278507590293884
30000,0.9219719767570496,0.31902769207954407,0.9196420907974243,,0.3225734531879425
31000,0.9189378619194031,0.2920585572719574,0.9117940068244934,,0.3174988925457001
32000,0.9187514781951904,0.3101378381252289,0.9163774251937866,,0.31258130073547363
33000,0.9173861742019653,0.337822288274765,0.9135586619377136,,0.3077976405620575
34000,0.9389804005622864,0.22766035795211792,0.9433262944221497,,0.30318576097488403
35000,0.9319705963134766,0.26805368065834045,0.9277812838554382,,0.29874879121780396
36000,0.9391824007034302,0.19804029166698456,nan,,0.29436296224594116
37000,0.9207192659378052,0.3221246302127838,0.9319489598274231,,0.29018858075141907
38000,0.9227067828178406,0.2687457501888275,0.9293649196624756,,0.2861872911453247
39000,0.9477357864379883,0.1928481161594391,0.9620910882949829,,0.2822071611881256
40000,0.9448092579841614,0.18518906831741333,0.9559205770492554,,0.27845990657806396
41000,0.960133969783783,0.13150374591350555,0.9670659899711609,,0.27469930052757263
42000,0.9405072331428528,0.19103218615055084,0.9431589841842651,,0.27112090587615967
43000,0.9490276575088501,0.1757265031337738,0.9651673436164856,,0.2676560878753662
44000,0.9353293180465698,0.3420557677745819,nan,,0.26422926783561707
45000,0.9232436418533325,0.2547318637371063,0.8775907754898071,,0.26076972484588623
46000,0.9388129711151123,0.2117183953523636,0.947308361530304,,0.2575365900993347
47000,0.9455564618110657,0.1763909012079239,nan,,0.2543933093547821
48000,0.9195025563240051,0.32988762855529785,0.8574305176734924,,0.2512970566749573
49000,0.9104055166244507,0.34730076789855957,,,0.2482696771621704
